easting,northing,site_name,tmp1517065980255
2612501.18905102,1268969.1079888,,262.7507
2612501.18905102,1268958.79380799,,262.7462
2612497.66139342,1268949.1016484,,262.7394
2612491.03156579,1268941.2005275,,262.7864
2612482.09922319,1268936.0434371,,262.6613
2612471.94173797,1268934.2523984,,262.9233
2612461.78425274,1268936.0434371,,262.9931
2612452.85191014,1268941.2005275,,262.6693
2612446.22208251,1268949.1016484,,262.5725
2612442.69442491,1268958.79380799,,262.524
2612442.69442491,1268969.1079888,,262.369
2612446.22208251,1268978.8001484,,262.4326
2612452.85191014,1268986.70126929,,262.5993
2612461.78425274,1268991.85835969,,262.876
2612471.94173797,1268993.6493984,,262.8375
2612481.48665188,1268975.32608384,,262.743
2612486.56539449,1268966.5294436,,262.6777
2612484.80156569,1268956.5262734,,262.782
2612477.02048058,1268949.99716775,,263.0014
2612466.86299535,1268949.99716775,,262.9294
2612459.08191024,1268956.5262734,,262.7567
2612457.31808144,1268966.5294436,,262.6819
2612462.39682405,1268975.32608384,,262.8112
2612471.94173797,1268978.8001484,,262.7626
2612483.34442246,1268947.54012299,,262.836
2612493.49609334,1268975.43160952,,263.031
2612502.4233229,1268970.27747113,,262.7322
2612509.04935548,1268962.38087299,,262.756
2612512.57499378,1268952.69426138,,262.8415
2612512.57499378,1268942.38598461,,262.7451
2612509.04935548,1268932.69937299,,262.7729
2612502.4233229,1268924.80277486,,262.78
2612493.49609334,1268919.64863647,,262.8025
2612483.34442246,1268917.85862299,,263.0802
2612473.19275158,1268919.64863647,,262.9788
2612464.26552202,1268924.80277486,,262.9602
2612457.63948944,1268932.69937299,,262.8366
2612454.11385114,1268942.38598461,,262.6693
2612454.11385114,1268952.69426138,,262.5996
2612457.63948944,1268962.38087299,,262.6737
2612464.26552202,1268970.27747113,,262.8311
2612473.19275158,1268975.43160952,,262.7626
2612483.34442246,1268977.22162299,,262.743
2612492.88387268,1268958.90879706,,262.7898
2612497.95970812,1268950.11719219,,262.7888
2612496.19688897,1268940.11974799,,262.7026
2612488.4202579,1268933.59437973,,262.6536
2612478.26858702,1268933.59437973,,262.9768
2612470.49195595,1268940.11974799,,262.9798
2612468.7291368,1268950.11719219,,262.8869
2612473.80497224,1268958.90879706,,262.7222
2612483.34442246,1268962.38087299,,262.6927
2612494.74710695,1268931.12934759,,262.6925
2612504.86004405,1268958.91441393,,262.7462
2612513.75321169,1268953.7799412,,262.8415
2612520.3539626,1268945.91347259,,262.7178
2612523.86614879,1268936.26382032,,262.7872
2612523.86614879,1268925.99487486,,262.8024
2612520.3539626,1268916.34522259,,262.6908
2612513.75321169,1268908.47875399,,262.8152
2612504.86004405,1268903.34428126,,262.7113
2612494.74710695,1268901.56109759,,263.3978
2612484.63416985,1268903.34428126,,263.608
2612475.74100221,1268908.47875399,,263.263
2612469.14025131,1268916.34522259,,263.0577
2612465.62806511,1268925.99487486,,262.9928
2612465.62806511,1268936.26382032,,262.9921
2612469.14025131,1268945.91347259,,262.9294
2612475.74100221,1268953.7799412,,263.0725
